,text,user,location
50,Κορωνοϊός: Ανησυχία στους ειδικούς για τις εισαγωγές μικρών παιδιών στις ΜΕΘ #COVID19 #COVID19gr #COVID19greece… ,TomorrowNEWS4,"Attiki, Greece"
51, Η ΘΕΙΑ ΜΟΥ Η ΝΙΤΣΑ ΕΙΠΕ ΟΤΙ ΠΡΕΠΕΙ ΝΑ ΓΙΝΟΥΝ ΕΚΟΓΕΣ ΕΔΩ ΚΑΙ ΤΩΡΑ ..............#Covid_19 #COVID19 #Corona #Coronavirus…,PANGKAKISTOS,
52,Με ποια έργα προϋπολογισμού 4 δισ. ευρώ ξεκινά το Ταμείο Ανάκαμψης | Capital  -#Greece… ,Manos81A,
53,Ο κορωνοϊός είναι μια ακόμη «υπενθύμιση» του ρατσισμού που χαρακτηρίζει το υγειονομικό σύστημα των ΗΠΑ  #κορωνοϊος… ,bankingnewsgr,"Athens, Greece"
54,Ελλάδα/Κορωνοϊός: 2.147 κρούσματα-357 διασωληνωμένοι-22 θάνατοι #Greece #coronavirus ,briefcy,Cyprus
55,"Κορωνοϊός: «Εκρηξη» με 2.147 κρούσματα - Στο «κόκκινο» Αθήνα, Πειραιάς και Θεσσαλονίκη #COVID19 #COVID19gr… ",TomorrowNEWS4,"Attiki, Greece"
56,"Όπως αναφέραμε νωρίτερα το πρωί, στη Νάξο εντοπίστηκαν διψήφιος αριθμών θετικών κρουσμάτων στον κορονοϊό, και στην… ",Islandpressgr,"Νάξος, Ελλάς"
57,  μια άλλη σοβαρή επιπλοκή του covid που σχεδόν κανείς δεν την αναφέρει είναι τα χρόνια προβλήματα που αφήνει ακόμ…,Bluecolour141,
58,Κορωνοϊός: Στόχος ένα ισχυρό ποσοστό ανοσίας έως το Πάσχα – Αισιοδοξία για την πορεία των εμβολιασμών #COVID19… ,TomorrowNEWS4,"Attiki, Greece"
59," #Μόσιαλος: Τα εμβόλια δεν είναι 100% αποτελεσματικά, άρα και μετά τον εμβολιασμό μπορεί να κολλήσουμε  #κορωνοϊος #Cov…",corona_tweet,
60,"#Μόσιαλος: Τα εμβόλια δεν είναι 100% αποτελεσματικά, άρα και μετά τον εμβολιασμό μπορεί να κολλήσουμε  #κορωνοϊος… ",bankingnewsgr,"Athens, Greece"
61, Lockdown: Το άνοιγμα της αγοράς 8 Μαρτίου σχεδιάζει η κυβέρνηση – Έρχεται νέο SMS για το λιανεμπόριο #COVID19 #COVID19gr…,GuineeTags,"Paris, France"
62,Lockdown: Το άνοιγμα της αγοράς 8 Μαρτίου σχεδιάζει η κυβέρνηση – Έρχεται νέο SMS για το λιανεμπόριο #COVID19… ,TomorrowNEWS4,"Attiki, Greece"
63,Κορωνοϊός: Πώς να τσεκάρεις αν η μάσκα σε προστατεύει #Covid_19 #coronavirus ,TOPONTIKI,"Athens, Greece"
64,"Τα περισσότερα κρούσματα καταγράφονται και πάλι στην Αττική, ενώ αυξημένος είναι ο αριθμός και στο Ρέθυμνο… ",documentonews,Greece
65,"Σαν σήμερα πριν 1 χρόνο διάβαζα για τους κιτρινιάρηδες που τους κυνηγούσαν στον δρόμο με τις απόχες, έξυνα το αριστ… ",tolisv,Athens Greece
66,Νεότερα δεδομένα για τη νόσο COVID-19 #coronavirus #COVID19 #SARS_CoV_2 #κορωνοϊός  ,reformer_gr,
67,Οι βασικές ημερομηνίες στην πορεία της επιδημίας του κορονοϊού στις ΗΠΑ #COVID19 #Covid_19 #coronavirus  ,documentonews,Greece
68,Ώπα έχουμε νικητή ...!!!! #coronavirus #Covid_19 ,a8inaios_,"Αττική, Ελλάς"
69,"Η ΠΗΓΗ ΤΟΥ ΚΑΚΟΥ, Ο ΦΑΟΥΤΣΙ αρχιλοιμωξιολόγος των ΗΠΑ  ΠΟΥ ΕΦΤΙΑΞΕ ΤΟΝ #coronavirus στο εργαστήριο στη Γιουχάν ΕΙΝΑ… ",Anaktisis1,HOMO HOMINI LUPUS ! 
70, ΚΟΡΩΝΟΪΟΣ ΚΑΙ ΔΙΑΤΑΡΑΧΗ ΑΥΤΙΣΤΙΚΟΥ ΦΑΣΜΑΤΟΣΣε αυτό το #webinar θα ασχοληθούμε με τις βασικές θεματικές που θα βοηθήσουν κάθ…,ana_captures,"London, England"
71,ΚΟΡΩΝΟΪΟΣ ΚΑΙ ΔΙΑΤΑΡΑΧΗ ΑΥΤΙΣΤΙΚΟΥ ΦΑΣΜΑΤΟΣΣε αυτό το #webinar θα ασχοληθούμε με τις βασικές θεματικές που θα βοηθ… ,Stegi_occ,"ATHENS, GREECE"
72,"24 Θάνατοι εχθές απο #COVID19 #coronavirus ,το 95% ήταν υπεργηροι με βαρύτατα νοσήματα !Παρόλα αυτά #lockdown !!!… ",4Ff5XaGHurBTrsa,Ελλάς
73, Ο παγκόσμιος οργανισμός υγείας διαφωνεί μαζί σας. Αναγνωρίζει τη χρήση μάσκας ως βασικό συνεπικουρικό… ,2020_eliot,
74,  Εντυπωσιακή πτώση απο  ,jortheo,Cyprus
75,«Αισθάνομαι ότι υπάρχει μεγάλη έλλειψη διορατικότητας. Πρέπει να γίνουν περισσότερα τώρα για να προετοιμαστούμε»… ,briefcy,Cyprus
76,"Στα 2,485,384 εκατομμύρια οι θάνατοι #Coronavirus",briefcy,Cyprus
77,"   Ξέρετε, ποιο είναι το πρόβλημα; Η πηγή της πληροφόρησης. Τα δεδομένα που λέτε… ",a_stalidis,
78," Λοιπόν,μέχρι τώρα ξέρουμε πως το εμβόλιο θα περιέχει:λίγο ορό, λίγο νερό, λίγο έμβρυο, λίγο τσιπάκι &amp; λίγο 5G!! Νομίζω…",fragiadakisjohn,Πειραιάς
79,Έχουμε δοκιμάσει κάθε μορφής lockdown και δεν έχει πιάσει κανένα. Ένα χρόνο τώρα κοροϊδευόμαστε μεταξύ μας. Μήπως ν… ,kontologis,
80, μια άλλη σοβαρή επιπλοκή του covid που σχεδόν κανείς δεν την αναφέρει είναι τα χρόνια προβλήματα που αφήν… ,spiroseliot,athens
81,Τραγικά όσα ζούμε και βιώνουμε απο τις αποκαλύψεις...Τραγικά όσα ζούμε και βιώνουμε απο τις αποκαλύψεις και όλα μ… ,FiloiEsfigmenou,
82,Κορωνοϊός: Κλιμακώνεται η πίεση στα νοσοκομεία - Δείτε τον χάρτη με τις «κόκκινες» περιοχές #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
83,"59,3% των Αμερικανών εγκρίνουν 💪✌️ ",deanmarin,"Egaleo,Attiki,Greece"
84," Οι #ΗΠΑ ξεπέρασαν σήμερα το θλιβερό ορόσημο των 500.000 νεκρών από την #Covid19, λίγες μόλις ημέρες προτού να συμπληρωθεί έν…",AXristodoulidou,Αθηνα
85,"Οι #ΗΠΑ ξεπέρασαν σήμερα το θλιβερό ορόσημο των 500.000 νεκρών από την #Covid19, λίγες μόλις ημέρες προτού να συμπλ… ",amna_news,"Athens, Greece"
86, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,ageorg6,
87,«Χρόνια προόδου στο ζήτημα της ισότητας των φύλων εξανεμίσθηκαν» #Coronavirus,briefcy,Cyprus
88,"Να σας κάνω μια ΠΡΟΒΛΕΨΗ?Οι κυβερνήσεις που ΔΙΑΧΕΙΡΙΣΘΗΚΑΝ τη συγκεκριμένη πανδημία, θα έχουν την ΙΔΙΑ ΚΑΤΑΛΗΞΗ με… ",StavrosKyriazis,
89, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,manosnn,Παντου
90, Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που π…,s_belegrinou,"Brussels, Belgium"
91, ΑΡΡΩΣΤΗΣΑΝΕ ΚΑΙ ΤΑ ...ΒΑΤΡΑΧΙΑ ΤΗΣ ΛΙΜΝΗΣ ΝΤΟΡΒΑΔΕΣ...   #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus ht…,PANGKAKISTOS,
92, Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που π…,EDIC_Thess,Thessaloniki / Greece
93,      Εχωμεν μεγάλη συζήτηση ,ilcapitanCristo,"New York, NY"
94,"  Μιλούμε για την ΕΞΟΔΟ, δηλαδή για ΕΜΒΟΛΙΑ 🙄 ",ilcapitanCristo,"New York, NY"
95, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,ICXCLORDOFLORDS,
96, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,costaseas1,
97, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,GPp0RJ2N7xrxv4,
98, Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που π…,EDIC_Crete,"Averof Georgiou 1, Heraklion"
99,Ιταλία - Κορωνοϊός: Στην «κόκκινη ζώνη» απαγορεύονται οι επισκέψεις σε συγγενείς και φίλους   #lockdown #COVID19… ,bankingnewsgr,"Athens, Greece"
100,Επιδημιολογική σπαζοκεφαλιά2:Wisconsin με μισό πληθυσμό από Ελλάδα αλλά πολύ περισσότερα κρούσματα και ίδια θύματα… ,v_margar,Greece and U.S.A.
101,#Θεοδωρίδου : Η προληπτική ιατρική έχει επηρεαστεί σημαντικά από την #πανδημία#Covid_19… ,amna_news,"Athens, Greece"
102, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,Kriskri31822172,Athens
103, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,face3269,
104,Κορωνοϊός: Πρόστιμο 11.000 ευρώ σε Βορειοηπειρώτες που πήγαιναν στο νοσοκομείο Ηγουμενίτσας  #COVID19 #coronavirus… ,bankingnewsgr,"Athens, Greece"
105, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,beacon_freedom,Room 237
106, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,EviEvakii,Greece - New York
107,ΑΡΡΩΣΤΗΣΑΝΕ ΚΑΙ ΤΑ ...ΒΑΤΡΑΧΙΑ ΤΗΣ ΛΙΜΝΗΣ ΝΤΟΡΒΑΔΕΣ...   #Covid_19 #COVID19 #Corona #CoronavirusOutbreak… ,PANGKAKISTOS,
108,Κορωνοϊός: Νέα 880 κρούσματα - «Εκτόξευση» για τους διασωληνωμένους #COVID19 #COVID19gr #COVID19greece #κορωνοιος… ,TomorrowNEWS4,"Attiki, Greece"
109, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,oZPppvWx6qn0eW5,
110, Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που π…,EDICELIAMEP,"Athens, Greece"
111, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,gipas69,Αθήναι 🇬🇷
112,Αγγλία: Ο οδικός χάρτης εξόδου από τα περιοριστικά μέτρα #lockdown #BorisJohnson #coronavirus #covid-19 #covid19 ,eobserverUK,London
113,Η #Sanofi θα βοηθήσει την Johnson &amp; Johnson στην παραγωγή του εμβολίου της κατά του κορωνοϊού #COVID19… ,bankingnewsgr,"Athens, Greece"
114, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,Circe2018,Ἀτλαντὶς νῆσος
115,Κορωνοϊός: Μέχρι πότε τελικά θα φοράμε μάσκες; - Τι δήλωσε ο Άντονι Φάουτσι; #COVID19 #COVID19gr #COVID19greece… ,TomorrowNEWS4,"Attiki, Greece"
116, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,chrysoula73, Ελλάδα 
117, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,mairn_pap,Nibiru
118,Γιατί όσοι φοράνε γυαλιά οράσεως είναι λιγότερο πιθανό να κολλήσουν #κορονοιος,newsbeast,"Athens, Greece"
119,rt : Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομε… ,edickomotini,"Komotini, GR"
120, Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπως έχ…,GBrakourakis,
121,Lockdown: Κρίσιμη εβδομάδα για το άνοιγμα του λιανεμπορίου – Τι προτείνουν οι ειδικοί; #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
122,500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που πλήττονται από την έξαρση του #coronavirus ,edicaegean,Μυτιλήνη
123,Εξαγριωμένοι οι κάτοικοι του δήμου Κορδελιού - Ευόσμου με το καθολικό #lockdown#COVID19 #coronavirus #Covid_19 ,bankingnewsgr,"Athens, Greece"
124,Διαβατήριο εμβολιασμού θα εφαρμόσει δοκιμαστικά η αεροπορική εταιρεία Air New Zealand ,PtisiMagazine,Greece
125,Πότε θα τελειώσει η #πανδημία του κορωνοϊού - Οι εκτιμήσεις του Παγκόσμιου Οργανισμού Υγείας  #COVID19… ,bankingnewsgr,"Athens, Greece"
126, Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρήσεων που π…,Georgios_GM,"Athens, Greece (for now)"
127,Η  εγκρίνει κρατικές ενισχύσεις ύψους 500 εκατ. €💶 για τη στήριξη των ελληνικών μικρομεσαίων επιχειρή… ,EEAthina,Αθήνα
128,Ο Λουκασένκο φέρεται να αρνήθηκε το 1 δις που του πρόσφερε η ΝΤΠ για να κλείσει τη Λευκορωσία με παράλογα μέτρα όπω… ,beacon_freedom,Room 237
129,Lockdown… για καιρό! Πρόβλεψη για «2.000 κρούσματα στις 5 Μαρτίου»! (video) #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
130,Έχετε ερωτήσεις σχετικά με τον εμβολιασμό κατά της COVID-19 στην ΕΕ; Επισκεφθείτε την ιστοσελίδα μας για να βρείτ… ,EUCYPRUS,Nicosia | Λευκωσία | Lefkoşa
131,Γνωρίζεις τις Υποχρεώσεις Δημοσιότητας Δικαιούχων Δράσης «Ενίσχυση επιχειρήσεων για την αντιμετώπιση των συνεπειών… ,agrosimvoulos,"Orestiada, Greece"
132,Πρόβλεψη «μαχαιριά» από Παναγιωτόπουλο: «Θα φοράμε μάσκες μέχρι το 2022»! #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
133,Lockdown: Νέος κωδικός στο προσκήνιο και περισσότερη ώρα για τα ψώνια; video #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
134,Περίπου τα μισά άτομα ηλικίας άνω των 85 ετών αναπτύσσουν αντισώματα μετά την πρώτη δόση του εμβολιασμού #COVIDー19… ,political_bank,
135,Ο Σακχαρώδης Διαβήτης ως παράγων κινδύνου στη νόσο COVID-19 #coronavirus #Covid_19 #COVID19 #κορωνοϊός… ,reformer_gr,
136,  τσου,SineQuaNon2015,
137,Πιερρακάκης: Πάνω από 1 εκατ. πολίτες έκλεισαν ραντεβού για να εμβολιαστούν – Πού χρησιμοποιείται η βεβαίωση εμβολι… ,entypos,Greece
138,Στα σκαριά made in Greece οικιακό τεστ για την CoViD-19 - Επιστήμη &amp; Ζωή - Ειδήσεις - Νέα … ,vignat72,Thessaloniki
139, Κλειστά σχολεία: Αυξάνονται τα σχολεία που βρίσκονται σε ολική ή μερική αναστολή λόγω κρουσμάτων κορωνοϊού. Ξεπέρασαν τ…,AntiDraseis,Greece
140,£•° #coronavirus°Π£=¢¢©`• ℅€•€×°€•√•••,sanliamled,
141, ΔΙΑΔΏΣΤΕ ‼️ 🆘🆘🆘🆘🆘🆘#Λιγναδης_παιδεραστης #kalyteradeginetai #skfamily #PAOK #Djokovic #coronavirus #ΝΔ_ξεφτιλες #Μενδωνη_…,keha_Queen,
142,"Κορωνοϊός: Κρίσιμη η κατάσταση στα νοσοκομεία της Αττικής, όσο ο ιός «θερίζει» #COVID19 #COVID19gr #COVID19greece… ",TomorrowNEWS4,"Attiki, Greece"
143,Ο Τρυντό με την περίεργη συλλογή από παιδικά καλτσάκια (παιδόφιλος ?) αντιγράφει τις πρακτικές της βρετανικής κυβέρ… ,StavrosKyriazis,
144,  Η -κάθε άλλο παρά ιδανική- περίπτωση της Σκωτίας δείχνει πως το ήπιο lockdown φέρνει τα επιθυμητά αποτελέσματ…,Katselos,"Athens, Greece"
145, 📻Στον   και την εκπομπή του  . Έρχεται ΕΣΠΑ ειδικό για την εστίαση. Ποιες ανάγκες του κλάδου θ…,GiPapagiannis,"Attiki, Greece"
146, Η -κάθε άλλο παρά ιδανική- περίπτωση της Σκωτίας δείχνει πως το ήπιο lockdown φέρνει τα επιθυμητά αποτελέ… ,panos_strather,"Glasgow, Scotland"
147,Κορωνοϊός: Νέα 884 κρούσματα - ''Ψήνονται'' Αθήνα και Πειραιάς #COVID19 #COVID19gr #COVID19greece #κορωνοιος… ,TomorrowNEWS4,"Attiki, Greece"
148,Ποια είναι τα συμπτώματα διαφόρων ασθενειών και πώς συσχετίζονται μεταξύ τους; #Covid_19 #coronavirus #protection ,agrosimvoulos,"Orestiada, Greece"
