,text,user,location
15, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,G__Tak7,
16," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",KonstantinaKol7,"Αττική, Ελλάς"
17,  Α' γυμνασίου. Κόλλησαν την εβδομάδα που έκλεισαν τα σχολεία (πριν τον χιονιά). Ευτυχώς όλα τα παιδιά το περν…,Kiriaki03664489,athens
18," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",PenelopeD10,Athens
19, είναι σαν μικρές πληγές στο στόμα.. α ναι και αυτό όλο μου προκαλεί καινούρια συμπτώματα οπότε μπορεί να φταίει και για τα δύο,evelynslibrary,🇬🇷 | 21 | she/her
20," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",Kriskri31822172,Athens
21," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",dragon_granny,HELLAS
22," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",VAR19339148,
23," Οι μεγάλοι χρειάζονται τα εμβόλια, ώστε όταν κολλήσουν να έχουν πιο ήπια η καθόλου συμπτώματα",KorinTil,
24,"""Είχα την ελπίδα ότι επειδή είχα κάνει την 1η δόση εμβολίου τα συμπτώματα θα ήταν ήπια. Και έτσι έγινε.Το εμβόλιο ό… ",SpecialReportGR,
25, Που κόλλησες ρε μλκ??ειχες συμπτώματα??,MUGABE_ROBERT_,Zimbabwe
26," Τι αναφέρει ο Paul Offit στο βίντεο; Ότι τα συμπτώματα που έχουν ακουστεί να συνδέονται με το εμβόλιο, συνδέονται μόνο…",real1449,parody
27," Τι αναφέρει ο Paul Offit στο βίντεο; Ότι τα συμπτώματα που έχουν ακουστεί να συνδέονται με το εμβόλιο, συνδέονται μόνο…",silaserafim,Athens
28,"Τι αναφέρει ο Paul Offit στο βίντεο; Ότι τα συμπτώματα που έχουν ακουστεί να συνδέονται με το εμβόλιο, συνδέονται μ… ",Dietis_Lab_UCY,Cyprus
29,    Μπορει και παραπάνω γιατί πολλοί είχαν συμπτώματα και δεν έκαναν τε… ,GFakas,"Θεσσαλονίκη, Ελλάς"
30,ασθένεις συμπτώματα 9 μήνες Covid-19 Ένας στους τρεις  ,GovaStiletogr,
31," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",beacon_freedom,Room 237
32, Η Ελευθερία έχει κρίσεις πανικού. Όποτε γίνεται καβγάς αποχωρεί με έντονα συμπτώματα. Ευθύνεται η μπλε κλίκα γιαυτό και οφ…,Mariann56864490,
33,Η Ελευθερία έχει κρίσεις πανικού. Όποτε γίνεται καβγάς αποχωρεί με έντονα συμπτώματα. Ευθύνεται η μπλε κλίκα γιαυτό… ,Trofaldinos,
34,Αλτσχάιμερ: Η εξέταση που «μαρτυρά» τα συμπτώματα δεκαετίες νωρίτερα! -  ,PatrasTimes,
35," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",lenitataz,Ελλάς
36," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",labrini63,
37," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",penny_rage,Αθήνα
38," Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε #rapidtest?1.…",Eleftheristis1, 
39,"Θέλετε να μου πείτε για πιο λόγο ενώ νιώθετε καλά,χωρις συμπτώματα,στήνεστε στην ουρά  ώρες για να κάνετε… ",karapiperim3,here and there
40," Περαστικά φιλαράκι, πάντως πολλά rapid test από πολλούς γνωστούς μου που βγήκαν θετικά, έκαναν μοριακ… ",P_Aristotelis,
41, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,GKakarinos,
42," Συμπτώματα? Περαστικά ρε συ, μυρίζεις?",xnoudi_,στη μέση ενός μεγάλου πουθενά.
43, 1ον κανε μοριακο 2ον είχες συμπτώματα και το εκανες;Ή τυχαια;3ον Δεν παθαίνεις πράμα,nina_ninasimone,"ΕΛΛΑΔΑ,GREECE"
44,Κορονοϊός: 1 στους 3 ασθενείς έχει συμπτώματα ακόμα και έπειτα από 9 μήνες -  ,PatrasTimes,
45, Έχεις κ συμπτώματα ή απλά βγήκες θετικός ?,j_katsaros,just landed
46, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,Antoniafan1,
47, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,ZouZou44762281,
48, ιδού τα συμπτώματα της χρόνιας εγκεφαλικής εμμηνόπαυσης!!!,medofoster,
49," Γενέθλια με πανδημία είναι όταν ανεβάζεις ""38 σήμερα"" και σου στέλνει ο άλλος ευχή ""Περαστικά κούκλα, εύχομαι να μην έχεις α…",pantazopoulouel,"Σπάρτη, Ελλάς"
50,Οι γυναίκες παραμελούν την υγείας τους στην πανδημία-Έρευνα δείχνει ότι αγνοούν τα συμπτώματα του καρκίνου των ωοθη… ,portraitsgr,
51,"  Γίδι, ποσοστό θετικότητας μετράμε. Επίσης, πόσα τεστ αφορούν αυτούς που με συμπτώματα προ… ",konmanol1,"Αλεξανδρούπολη, Ελλάς"
52, νομίζω οι πιο μικροί εμφανίζουν κάποια συμπτώματα για 1 μέρα. Οι μεγαλύτεροι δεν έχουν δειξει κάτι.,HrissyD,Earth
53,  μια άλλη σοβαρή επιπλοκή του covid που σχεδόν κανείς δεν την αναφέρει είναι τα χρόνια προβλήματα που αφήνει ακόμ…,Bluecolour141,
54, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,Bluecolour141,
55,Αλτσχάιμερ: Η εξέταση που μαρτυρά τα συμπτώματα δεκαετίες νωρίτερα -  ,entermessinia,kalamata
56, Και βασικά αυτό που λέει μέσα είναι το νόημα...αν δεν έχεις συμπτώματα για πιο λόγο να πας.... ,v_photowed,Jungle
57, Δεν πιστεύω κάποιος που είναι άρρωστος (κανονικος με συμπτώματα)να πάει να στηθεί για ραπιντ τεστ,v_photowed,Jungle
58, Θετικά στον Covid 19 σημαίνει σε διαγνωσμένη ασθένεια δηλαδή με συμπτώματα. Ασυμπτωματικά θετικά μόνο σ… ,LockPetit,
59, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,SofiaRock,Ηράκλειο/Χανιά
60, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,mikros_prigkipa,Principality of Thessaloniki
61,Έρευνα: Σχεδόν 1 στους 3 ασθενείς της Covid-19 έχει συμπτώματα ακόμη και μετά από 9 μήνες ,geoathana,
62,"Ο Fausto Gresini πέθανε σε ηλικία 60 ετών, μετά από δίμηνη νοσηλειά με βαριά συμπτώματα της Covid-19.#MotoGP… ",4TroxoiGreece,Greece
63, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,drizzlee79,
64," Βρε το ξέρω, για αυτό δεν παω για ψυλου πηδημα, αλλά με συμπτώματα σκωληκοειδιτιδας, μην μου λες ρε μαλακα, γτ ήρθες εδώ",mwro_almighty,Στην παραθαλάσσια φάτνη μου..
65, Για να είναι αποτελεσματικό το εμβόλιο πρέπει να το κάνουν όλοι ώστε να μειωθεί σημαντικά η πιθανό… ,k_konstantinos_,"Greece, Athens"
66," Μειώνουν σημαντικά το να κολλήσει κάποιος με σοβαρά η ήπια συμπτώματα, δεν σημαίνει ότι δεν μπορεί… ",k_konstantinos_,"Greece, Athens"
67,Ρευματοειδής Αρθρίτιδα: Πρώιμα συμπτώματα πριν την εμφάνιση πόνου και δυσκαμψίας ,tromaktiko_blog,Athens
68, Abandonment issues: Έρχονται στην επιφάνεια όταν φοβόμαστε ότι θα εγκαταλειφθούμε από αγαπημένα πρόσωπα. Είναι μορφή άγ…,gmfg160,"Αθήνα, Ελλάς"
69,(Νόσος Αλτσχάιμερ: Η εξέταση που «προδίδει» τα συμπτώματα δεκαετίες νωρίτερα) -  ,sierafm,siatista kozani greece
70, Πάτρα: Στο Νοσοκομείο του Ρίου βρέφος 22 ημερών θετικό στον κορονοϊό: Στο Γενικό Πανεπιστημιακό Νοσοκομείο Πατρών μεταφέρ…,2jkeg18On2y4aqw,Αμαλιαδα Ηλείας
71, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,EFourti,Athens Greece - Paris France
72, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,dagwnwxeilia,Παντού Και Πουθενά 
73, Κορονοϊός: Μετατραυματικό στρες εμφανίζουν συχνά όσοι εκδηλώνουν σοβαρά συμπτώματα ,FilippidouO,"Φιλοθέη, Ελλάς"
74, Abandonment issues: Έρχονται στην επιφάνεια όταν φοβόμαστε ότι θα εγκαταλειφθούμε από αγαπημένα πρόσωπα. Είναι μορφή άγ…,teodms,
75, Abandonment issues: Έρχονται στην επιφάνεια όταν φοβόμαστε ότι θα εγκαταλειφθούμε από αγαπημένα πρόσωπα. Είναι μορφή άγ…,Don_Gourounis,Greece
76,Abandonment issues: Έρχονται στην επιφάνεια όταν φοβόμαστε ότι θα εγκαταλειφθούμε από αγαπημένα πρόσωπα. Είναι μορφ… ,quantamnumquam,nella mia città eterna
77," Δεν είναι μόδα πια τα γκρι, τα σκούρα χρώματαγιατί κανείς δεν συγχωρεί τέτοια συμπτώματαΦόρεσε κόκκινα βαθιά να κάνεις θαύμ…",MelDemek,Village Gaulois à Athènes
78, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,tolisv,Athens Greece
79, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,LibinDesp,Athens
80, Κορονοϊός: Μετατραυματικό στρες εμφανίζουν συχνά όσοι εκδηλώνουν σοβαρά συμπτώματα ,NChatzinikolaou,Athens-Greece
81, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,IPapazacharias,Ελλάς
82,"  Δεν θα έπρεπε σε κάθε δήμο να γίνεται  συσχετισμός, κρούσματα και εποικισμός;και αυτό γιατ… ",MariaAt03902914,
83, Και σε αρκετούς γνωστούς μου μια από τα ίδια. Κανείς δεν ξέρει πότε θα φύγουν τα συμπτώματα. Δεν γ… ,vpap_Athens,Αθήνα
84,ΕΛΛΑΔΑ-ΚΟΣΜΟΣ Κορονοϊός: Μετατραυματικό στρες εμφανίζουν συχνά όσοι εκδηλώνουν σοβαρά συμπτώματα: Η διαταραχή μετατ… ,ioannina24,Ioannina
85,Κορονοϊός: Μετατραυματικό στρες εμφανίζουν συχνά όσοι εκδηλώνουν σοβαρά συμπτώματα - OTA VOICE ,OTAVOICE2,"Attiki, Greece"
86," Κομματόσκυλο: Δίποδο θηλαστικό, άρρενος φύλου συνήθως, με εγκεφαλική δυσλειτουργία ανοησίας αγέλης, προχωρημένα συμπτώματα εγ…",FotiadesGeo,"Αττική, Ελλάς"
87,Πάτρα: Στο Νοσοκομείο του Ρίου βρέφος 22 ημερών θετικό στον κορονοϊό: Στο Γενικό Πανεπιστημιακό Νοσοκομείο Πατρών μ… ,IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ
88,Έρευνα: Σχεδόν 1 στους 3 ασθενείς της Covid-19 έχει συμπτώματα ακόμη και μετά από 9 μήνες ,cybc_com_cy,"Nicosia, Cyprus"
89, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,anDolmas,"Sapila Longa,το νησί μου..."
90, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,katerkarat,
91, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,AlleyCatis,Hamburg
92, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,nXQx43POiKDjW4g,
93, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,vasssiliki,
94,Κορονοϊός: Ποια είναι τα συμπτώματα που μπορεί να διαρκέσουν ακόμα και εννέα μήνες -  ,entermessinia,kalamata
95,Καρδιακή προσβολή: Τα συμπτώματα που διαφέρουν στις γυναίκες ,Vita_gr,Greece
96, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,ToulaTour,Ελλάς
97,Κορονoϊός: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες- Τι δείχνει αμερικανική έρευνα ,Economiconews,Koumpari 4 kolonaki
98, Πονοκέφαλος και συνάχι είναι συμπτώματα κόβιντ ;;;*έχω,penelopetriv,παντου !
99, Πονοκέφαλος και συνάχι είναι συμπτώματα κόβιντ ;;;*έχω,Don_Gourounis,Greece
100, Πονοκέφαλος και συνάχι είναι συμπτώματα κόβιντ ;;;*έχω,fournokonti,φτάσατε στον προορισμό σας 🌍
101,Πονοκέφαλος και συνάχι είναι συμπτώματα κόβιντ ;;;*έχω,6YgoxpuVOEVRkZv,Αθηνα  ( παρω D )
102, Και ο γιος μου τα ίδια συμπτώματα,zoigkatsiou,
103, μια άλλη σοβαρή επιπλοκή του covid που σχεδόν κανείς δεν την αναφέρει είναι τα χρόνια προβλήματα που αφήν… ,spiroseliot,athens
104,Κορονοϊός: Μετατραυματικό στρες εμφανίζουν συχνά όσοι εκδηλώνουν σοβαρά συμπτώματα ,enikos_gr,Greece
105,Κορονοϊός: 1 στους 3 ασθενείς έχει συμπτώματα ακόμα και έπειτα από 9 μήνες ,inewsgr,
106,Κορονοϊός: 1 στους 3 ασθενείς έχει συμπτώματα ακόμα και έπειτα από 9 μήνες ,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας
107, Έρευνα-Κορωνοϊός: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά απ...  #lykavitosgr  htt…,dailyhellascom,
108, Έρευνα-Κορωνοϊός: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά απ...  #lykavitosgr  htt…,ianosgr,Greeece
109, Έρευνα-Κορωνοϊός: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά απ...  #lykavitosgr  htt…,Moneypressgr,
110,Έρευνα-Κορωνοϊός: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά απ...  #lykavitosgr… ,LykavitosGr,
111, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,AmoebaIngeniosa,
112, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,Art_OliveOil,Ανω Μεσσηνία-Αθήνα σε λούπα
113, Τι σημαίνει ελαφρά συμπτώματα ? 8 στους 10 με κορονοιο ειναι σαν να κρύωσαν ΔΗΛΑΔΉ? Οπότε ένας 30αρης ο μ… ,Pantognosths,
114, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,zorromdgr,somewhere in summertime
115, Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπτωματικός/…,ant_autou,
116,Οι αριθμοι που ρυθμιζουν τη ζωή μας (John Hopkins U.):Γενικος πληθυσμος (χωρις εμβολιο): αν μολυνθούμε:-&gt;80% ασυμπ… ,v_margar,Greece and U.S.A.
117," Κομματόσκυλο: Δίποδο θηλαστικό, άρρενος φύλου συνήθως, με εγκεφαλική δυσλειτουργία ανοησίας αγέλης, προχωρημένα συμπτώματα εγ…",AFileleft,
118,  Γρήγορη με ανησυχείς. Άλλος ένας είχε τα ίδια συμπτώματα 😝 ,Iwanna2212,
119," Κομματόσκυλο: Δίποδο θηλαστικό, άρρενος φύλου συνήθως, με εγκεφαλική δυσλειτουργία ανοησίας αγέλης, προχωρημένα συμπτώματα εγ…",barbaMathios,
120," Κομματόσκυλο: Δίποδο θηλαστικό, άρρενος φύλου συνήθως, με εγκεφαλική δυσλειτουργία ανοησίας αγέλης, προχωρημένα συμπτώματα εγ…",PennySmirlis,#SevresLives
121,Κορονοϊός: Ενας στους τρεις ασθενείς εμφανίζει συμπτώματα ακόμα και μετά από εννέα μήνες -  ,PatrasTimes,
122,Έρπης στα μάτια: Ποια τα συμπτώματα και πως να τον αντιμετωπίσετε  ,pronewsgr,
123,"Ελκώδης κολίτιδα: Τι την προκαλεί, τι την ανακουφίζει, τα συμπτώματα και οι νέες θεραπευτικές επιλογές – … ",365newsgr,
124, Γιωτα ειχε συμπτωματα;,HadjisAU,Cyprus
125, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,NouDou5,"Athens, Greece "
126, Τα συμπτώματα του φακόρυζου... 😱😱😱😱😂😂😂🤣🤣🤣🤣 #survivorGR ,nouvelle_27,"Αττική, Ελλάς"
127, Τα συμπτώματα του φακόρυζου... 😱😱😱😱😂😂😂🤣🤣🤣🤣 #survivorGR ,JiamaElisabeth,
128, Τα συμπτώματα του φακόρυζου... 😱😱😱😱😂😂😂🤣🤣🤣🤣 #survivorGR ,tsak_kelly,Greece
129,Τα συμπτώματα του φακόρυζου... 😱😱😱😱😂😂😂🤣🤣🤣🤣 #survivorGR ,full_of_helium,Athens
130, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,Aggelthomas,Φωκιδα
131,Κορονοϊός: Τα επίμονα συμπτώματα που μπορεί να διαρκέσουν ακόμα και εννέα μήνες -  ,PatrasTimes,
132, Παιρνω την κοπελα αγκαλια και τρεμει την φιλαω και τα χειλη της ηταν καυτα την κοιταω στα ματια και την βλεπω να δακρυζει…,Elen_The_end,Όπου και εσύ !!
133,Covid-19: Σχεδόν ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες ,OnVolosPortal,Volos
134, Η διασπορά μπορούσε να περιοριστεί μόνο με ιχνηλάτιση. Ξέρω κρούσμα που ο ΕΟΔΥ μόνο ρώτησε πού δουλεύε… ,Strumfitina,Greece
135,"Βήχας, πυρετός, αοσμία. Μπορεί να είναι από τα βασικά συμπτώματα της Covid, ωστόσο υπάρχουν και άλλα που μπορεί να… ",ecozengr,Athens
136, Όχι. Όταν είναι απλά ετοιμοθάνατος θα τον βάλει στο νοσοκομείο σε ΜΕΘ όπως και έκανε και θα τον αντιμετ… ,zer01zero,
137, Όσο θα αυξάνεται η ηλικια θα υποχωρούν τα συμπτώματα...,summer_QueenF,
138,Έρευνα-Covid-19: Σχεδόν ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες ,DIOGENISCHARALA,KAVALA
139, Τα συμπτώματα σχεδόν για όλες τις αρρώστιες πάνω κάτω  είναι ίδια μόνο γιατρός μπορεί να πει με σιγουριά τι έχουμε όλα τα υ…,young3_forever, ΕΛΛΑΣ Δ.ΜΑΝΗ 
140, Τα συμπτώματα σχεδόν για όλες τις αρρώστιες πάνω κάτω  είναι ίδια μόνο γιατρός μπορεί να πει με σιγουριά τι έχουμε όλα τα υ…,le_tavernier1,Βόλος - Λευκάδα
141,Τα συμπτώματα σχεδόν για όλες τις αρρώστιες πάνω κάτω  είναι ίδια μόνο γιατρός μπορεί να πει με σιγουριά τι έχουμε… ,smerna1979,
142," Όχι, δεν κάνουν τέστ στην εισαγωγή. Έχω μιλήσει με φίλη νοσηλεύτρια σε χειρουργεία στο Ιπποκράτειο Αθήνας και μου το επι…",emou_sou,
143, Στα σχολεία δεν κολλάει; Kαι βέβαια κολλάει σύμφωνα με τα δεδομένα. Στο χρονικό διάστημα 10/10-01/12 υπήρχαν 5185 κρούσματα…,marathiakos,"ATHENS, GREECE"
144,Ένας στους τρεις ασθενείς Covid-19 έχει συμπτώματα ακόμη και 9 μήνες μετά,iatronet,Greece
145,Covid-19: Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες ,mariatsitsela1,Μακεδονία
146,"Ελκώδης κολίτιδα: Τι την προκαλεί, τι την ανακουφίζει, τα συμπτώματα και οι νέες θεραπευτικές επιλογές… ",fwogr,
147, ΈρευναΣχεδόν 1 στους 3 ασθενείς της #Covid19 έχει συμπτώματα ακόμη και μετά από 9 μήνες  …,MICHAELBERTAKIS,Grecce Creta Chania
148, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,vassozacharof,
149,Covid-19: Σχεδόν 1 στους 3 ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες ,PopagandaGR,"Athens, Greece"
150,"Πέμπτη νόσος &amp; παιδιά: συμπτώματα, επιπλοκές, προφύλαξη ",GPantool,Greece
151,Ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και έπειτα από εννέα μήνες ,mitsimakris,
152, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,giakari64,
153, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,criskeha,Πυλαία Θεσσαλονίκη
154, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,ChristinaDim31,Αθήνα 
155," Επειδη δεν ειχε συμπτωματα #Covid19, δεν εκαναν.",Peiratesoneirou,Europe
156,"Όχι, δεν κάνουν τέστ στην εισαγωγή. Έχω μιλήσει με φίλη νοσηλεύτρια σε χειρουργεία στο Ιπποκράτειο Αθήνας και μου τ… ",roufatavgosou,Jibouti
157," Τα συχνότερα επίμονα συμπτώματα, που μπορεί να διαρκέσουν από τρεις έως εννέα μήνες ",MICHAELBERTAKIS,Grecce Creta Chania
158, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,roufatavgosou,Jibouti
159,Κορονοϊός: Σχεδόν ένας στους τρεις ασθενείς έχει συμπτώματα ακόμη και μετά από εννέα μήνες  ,GrArthro,
160, Αυτό συνέβη λόγω πρωτοκόλλου καθώς εισήχθη με μη συμπτώματα #COVID19. Στο δωμάτιο ήταν άλλοι 2 ασθενείς ενώ προσωπικό/…,marilier1,
