,text,user,location
578,Που καταγράφηκε το χθεσινό κρούσμα στην ΠΕ Καστοριάς ,fouitgr,kastoria
581,Kλειστό για 14 ημέρες το τμήμα του παιδικού σταθμού που βρέθηκε κρούσμα - Ενδέχεται να κλείσει όλος ο παιδικός |… ,radiolasithi923,"Ierapetra, Greece"
582,Κρούσμα κορωνοϊού σε μαθητή του 1ου ΓΕ.Λ. Τριπόλεως - Κλείνουν δύο τμήματα -  ,drt915,Τρίπολη 
585,Κρούσμα κορωνοϊού στο 1ο Γενικο Λύκειο Τρίπολης - Έκλεισε το τμήμα ,ArcadiaPortal,"Tripoli, Greece"
587,Δημος Ανδραβίδας – Κυλλήνης: Μόνο ενα κρούσμα Covid-19 ,SporadesTv,sporades
637,"Εντωμεταξύ έχω έρθει σε επαφή με άνθρωπο που ήρθε σε επαφή με άνθρωπο που ήρθε σε επαφή με επιβεβαιωμένο κρούσμα,έχ… ",ChatziSoti,
641,"Νέο κρούσμα κορωνοϊού στη Λευκάδα, στις 17/2 ",lefkadaonline,Ελλάς
644,Ρόδος: Εντοπίστηκε κρούσμα σε rapid test στο Μανδράκι ρόδος-εντοπίστηκε-κρούσμα-σε-rapid-test-στο-μα/,rodosreport,Ρόδος
676,Κρούσμα κορονοϊού σε εκπαιδευτικό – Κλείνει το 7ο Δημοτικό Σχολείο Χίου  μέσω ,patridachios,"Χίος, Ελλάς"
686,Κορονοϊός: Σε καραντίνα μαθητές γυμνασίου - Κρούσμα σε καθηγήτρια -  ,irafinagr,
688,Κρούσματα ανά νομό σήμερα 17 Φεβρουαρίου-1 κρούσμα σε Λευκάδα-2 σε Πρέβεζα  ,lefkadatoday,
689,Κρούσμα κορονοϊού κλείνει το 7ο Δημοτικό Σχολείο Χίου ,istevis,Chios Greece
703,Άλλο ένα νέο κρούσμα κορονοϊού στην ΠΕ Λευκάδας ανακοίνωσε σήμερα Τετάρτη ο ΕΟΔΥ  ,lefkadanews,Greece
704,ΕΟΔΥ: Ένα νέο κρούσμα κορονοϊού στη Ροδόπη ,SporadesTv,sporades
706,Επιβεβαιωμένο κρούσμα στο 7ο Δημοτικό Σχολείο Χίου | Ειδήσεις Χιακος Λαός - Ειδήσεις για την Χίο - Βόρειο Αιγαίο ,steliosarantis,Chios 
708,Κρούσμα κορωνοϊού κλείνει τέσσερα τμήματα του Γυμνασίου Μοιρών  #cretalive,cretalive,Crete
711,ΚΟΡΟΝΟΪΟΣ: ΘΕΤΙΚΟ ΚΡΟΥΣΜΑ ΣΕ ΕΚΠΑΙΔΕΥΤΙΚΟ ΠΟΥ ΥΠΗΡΕΤΕΙ ΣΤΗ ΧΙΟ  ,chiospress,chios
712,Κορωνοϊός: Μόλις ένα κρούσμα στη Ροδόπη - ,fonirodopis,Κομοτηνή
713,Κορωνοϊός: Μόλις ένα κρούσμα στη Ροδόπη - κορωνοϊός-μόλις-ένα-κρούσμα-στη-ροδόπ/,fonirodopis,Κομοτηνή
715,Μόνο 1 νέο κρούσμα κορωνοϊού στη Ροδόπη,Paratiritis_Thr,Κομοτηνή
723,Συναγερμός στην Περιφέρεια Στερεάς  για το κρούσμα κορωνοϊού ,Grv123Elena,"Λαμία, Ελλάς"
727,Κρούσμα covid στο δημοτικό στουπας. Καλά κρασιά ,sditikimani,MESSINIA.    GREECE.  
728,Λαμία – Κορονοϊός: Έκλεισε τάξη δημοτικού μετά από κρούσμα σε μαθητή – Ανησυχία για τη διασπορά -  - ,vimapress,Hellas
732,Δεύτερο κρούσμα κορωνοϊού στο 2ο Δημοτικό Σχολείο Τρίπολης ,ArcadiaPortal,"Tripoli, Greece"
733,Κρούσμα κορωνοϊού στο 2ο Λύκειο Τρίπολης ,ArcadiaPortal,"Tripoli, Greece"
734,Κρούσμα covid σε μαθητή του 3ου Λυκείου Τρίπολης -  ,drt915,Τρίπολη 
736,"Έκλεισε για ένα κρούσμα όλο το σχολείο… • EpirusPost • Ειδήσεις, Ιωάννινα, Άρτα, Πρέβεζα, Θεσπρωτία ",EpirusPost_GR,Ioannina
737,Συναγερμός μετά το κρούσμα κορωνοϊού στην Περιφέρεια Στερεάς ,cretalive,Crete
738,Κρούσμα κορωνοϊού στο 3ο Γενικο Λύκειο Τρίπολης - Έκλεισε το τμήμα ,ArcadiaPortal,"Tripoli, Greece"
739,Μεσσηνία: Κρούσμα κορωνοϊού σε δημοτικό σχολείο – Έκλεισε το τμήμα ,Gargalianoi1,Gargalianoi
740,eXofitsio: Κέρκυρα: Νέα κρούσμα παράλυσης στα κάτω άκρα μετά ... ,eXofitsio,Greece
741,95 rapid test σε #Εξωχώρι και Νεοχώρι #Μάνης-Ένα θετικό κρούσμα - ,thoupou,"Kalamata - Athens, Greece"
744,All Star YFSF: Αναβάλλεται για δεύτερη φορά η πρεμιέρα - Εντοπίστηκε κρούσμα κορωνοϊού ,pronewsgr,
746,Επιβεβαιώθηκε το κρούσμα κορωνοϊού στο Μουσικό Σχολείο ΣερρώνΠερισσοτερα: Όλη η Ενημέρωση… ,VoiceSerres,
747,Ζάκυνθος: Και τρίτο κρούσμα χθες στη Ζάκυνθο -  ,StartmediaCorfu,"Κέρκυρα, Ελλάς"
748,All Star YFSF: Δεύτερη αναβολή για την πρεμιέρα - Βρέθηκε νέο κρούσμα κορονοϊού ,News247gr,Athens
749,"παλι κρουσμα στο yourface διαβαζω... παλι αναβολη ρε γαμωτο? αντε, το περιμενουμε πως και πως!",eleni9eton,Greece
750,Πέντε οι νοσηλευόμενοι από κορωνοϊό στο νοσοκομείο Αργοστολίου -Ακόμη ένα κρούσμα καταγράφτηκε σήμερα -… ,StartmediaCorfu,"Κέρκυρα, Ελλάς"
754,  Το δεύτερο κρούσμα.,AthForthnet,
755,Αναστάτωση στα δικαστήρια Πύργου από κρούσμα κορονοϊού σε δικαστικό από την Πάτρα -  ,DeteGrPatras,"Patras, Greece"
756, #Κέρκυρα: Ένα κρούσμα μαθήτριας από Γυμνάσιο Αργυράδων- 3 καθηγητές στη ΜΕΛ ,XONDROGIANNI,CORFU GREECE
757, Κέρκυρα: Ένα κρούσμα μαθήτριας από Γυμνάσιο Αργυράδων- 3 καθηγητές στη ΜΕΛ ,XONDROGIANNI,CORFU GREECE
758, 3ο κρούσμα παράλυσης των κάτω άκρων αμέσως μετά τον εμβολιασμό ,TheoklitosRidas,"Θεσσαλονίκη, Ελλάς"
763, Το δεύτερο κρούσμα.,dermentzi1955,"Δράμα, Ελλάς"
771, Μήπως να πας καλύτερα νοσοκομείο μήπως είσαι κρούσμα COVID ; Σε τόσες πορείες και διαδηλώσεις των ερυθρ… ,konmanol1,"Αλεξανδρούπολη, Ελλάς"
775,Πάλι κρούσμα πάλι αναβολή!!! Εμ καθίστε λίγο στ αυγα σας ... #yfsf_ant1,Kikiraft,Athens
778,Πάει. Αν την πάνε την Μυρσίνη νοσοκομείο θα την δηλώσουν ως θετικό κρούσμα του covid. Κάτι ήξερε κ δεν πήγαινε . #AgriesMelisses,000_xanax,Τιμπουκτού
781,Νέο κρούσμα σε εργαζόμενο νοσοκομείου της Κρήτης  ,thestival,Thessaloniki
783,Κρήτη: Νέο κρούσμα σε εργαζόμενο νοσοκομείου -  ,Speedynewsgr,Greece
792,Κέρκυρα. Ένα κρούσμα covid – 5 άτομα στο νοσοκομείο ,SporadesTv,sporades
798,Κέρκυρα: Ένα κρούσμα μαθήτριας από Γυμνάσιο Αργυράδων. ,corfutvnews,"Κέρκυρα, Ελλάς"
800,Κέρκυρα: Ένα κρούσμα μαθήτριας από Γυμνάσιο Αργυράδων- 3 καθηγητές στη ΜΕΛ ,kerkyrasimera,"Κέρκυρα, Ελλάς"
801,#Κέρκυρα: Ένα κρούσμα μαθήτριας από Γυμνάσιο Αργυράδων- 3 καθηγητές στη ΜΕΛ ,kerkyrasimera,"Κέρκυρα, Ελλάς"
811,ΚΟΡΟΝΟΪΟΣ: ΕΝΑ ΘΕΤΙΚΟ ΚΡΟΥΣΜΑ ΣΕ ΣΤΡΑΤΙΩΤΗ ΠΑΛΙ  ,chiospress,chios
812,Εκλεισαν τα σχολεία στο Ληξούρι λόγω κρουσμάτων αλλά ο ΕΟΔΥ ανακοίνωσε ΜΟΝΟ ένα κρούσμα στην Κεφαλονιά ,kefaloniapress,"Kefalonia, Greece "
813,Νέο κρούσμα κωρονοϊού σε εργαζόμενο νοσοκομείου ,TheNewspaper8,Ελλάς
815,Τραγικό! Κλείνουν τα σχολεία στο Ληξούρι λόγω κρουσμάτων αλλά ο ΕΟΔΥ δεν ανακοίνωσε κρούσμα στην Κεφαλονιά!! ,kefaloniapress,"Kefalonia, Greece "
816,Ένα κρούσμα στην Χίο ,AlithiaChios,"Χίος, Ελλάς"
828,Κέρκυρα- Κρούσμα covid-19 στο Γυμνάσιο Λύκειο Αργυράδων -  ,StartmediaCorfu,"Κέρκυρα, Ελλάς"
833,Μόνο ένα κρούσμα ανακοίνωσε σήμερα ο ΕΟΔΥ για την Κεφαλονιά ,kefaloniapress,"Kefalonia, Greece "
849,1 κρούσμα στην Κέρκυρα. ,corfutvnews,"Κέρκυρα, Ελλάς"
851,Πέντε οι νοσηλευόμενοι από κορωνοϊό στο νοσοκομείο Αργοστολίου -Ακόμη ένα κρούσμα καταγράφτηκε σήμερα ,ekefalonianet,KEFALONIA
857,Ένα νέο κρούσμα την Τρίτη στην Κέρκυρα - ΕΝΗΜΕΡΩΣΗ On Line ,enimerosi_news,Corfu
870, Στο φοίνικας - ΠΑΟΚ ποιος έχει κρούσμα;ο ΠΑΟΚ είναι στο νησί από τη Δευτέρα...,gilaz79,chania-thessaloniki
882,Ανάστατοι οι γονείς του 7ου Γυμνασίου Καβάλας από το κρούσμα κορωνοϊού στο 2ο Λύκειο  μέσω ,KavalaWebNewsGR,Kavala - Greece
883,ΗΠΕΙΡΟΣ-ΕΙΔΗΣΗ:  Ηγουμενίτσα: Κλειστό το 2ο νηπιαγωγείο μετά από κρούσμα κορονοϊού σε νήπιο: Κλειστό θα παραμείνει… ,ioannina24,Ioannina
884,Ηγουμενίτσα: Κλειστό το 2ο νηπιαγωγείο μετά από κρούσμα κορονοϊού σε νήπιο ,SporadesTv,sporades
885,Ηγουμενίτσα: Κλειστό το 2ο νηπιαγωγείο μετά από κρούσμα κορονοϊού σε νήπιο ,vasoggr,"Igoumenitsa, Greece"
886,Τηλεοπτική εξέλιξη:  Βρέθηκε θετικό κρούσμα και ματαιώνεται και αυτή την εβδομάδα η πρεμιέρα του Familiar ! | NewsP… ,HarisLebidakis,journalism - Newspistol.gr 
5, Βρειτε εδώ το Link για την έκτακτη Συνέντευξη Τύπου για τον θάνατο του συναδέλφου μας και τα δεκάδες #κρουσματα σε καταστήματα…,oikodomos60,Παγκράτι 
23, Βρειτε εδώ το Link για την έκτακτη Συνέντευξη Τύπου για τον θάνατο του συναδέλφου μας και τα δεκάδες #κρουσματα σε καταστήματα…,lianalk3,
52,"ΚΟΡΟΝΟΪΟΣΔεκάδες κρούσματασε ιδιωτικές κλινικές, γηροκομεία και φυλακές#πανδημια #κορονοιος… ",giannischa1951,Αιγάλεω
101,Κορονοϊός: Η έγκαιρη χορήγηση πλάσματος σε ηλικιωμένους μείωσε την πιθανότητα σοβαρής νόσησης | mononews #mononewsGR ,mononewsgr,"Αττική, Ελλάς"
118,Κορονοϊός: Συρροή κρουσμάτων σε Μονάδα Φροντίδας Ηλικιωμένων στο Γέρακα (βίντεο) -  ,irafinagr,
141,Κορονοϊός: Συναγερμός για δεκάδες κρούσματα σε κλινική στον Πειραιά και γηροκομείο στον Γέρακα ,tromaktiko_blog,Athens
144,Κορονοϊός: Συναγερμός για δεκάδες κρούσματα σε κλινική στον Πειραιά και γηροκομείο στον Γέρακα ,GPantool,Greece
161,Κορονοϊός : Που εντοπίζονται τα χθεσινά κρούσματα στην Βοιωτία ,ThivaRealnews,ΘΗΒΑ REAL NEWS
164,Μαλεσίνα – κορονοϊός: Ολοταχώς προς σκληρό lockdown λόγω «έκρηξης» κρουσμάτων -  - ,vimapress,Hellas
178, Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,elenkitsopoulou,"Las Palmas de Gran Canaria, España"
179," Κορονοϊός: Συναγερμός μετά την ""έκρηξη"" κρουσμάτων - Προς παράταση το lockdown ",elenkitsopoulou,"Las Palmas de Gran Canaria, España"
182," Νομίζω μάλλον έχω ένα πολύ μυστήριο και θανατηφόρο “κάτι” αλλά ‘ντάξει δεν είναι κορονοϊός, το τσέκαρα με βότκα.",annamar51806510,
214," Νομίζω μάλλον έχω ένα πολύ μυστήριο και θανατηφόρο “κάτι” αλλά ‘ντάξει δεν είναι κορονοϊός, το τσέκαρα με βότκα.",eleni_gnt,Athens Greece
227,ΕΛΛΑΔΑ-ΚΟΣΜΟΣ Κορονοϊός: Θετικός στον ιό ο Μανώλης Κονταρός - Η ανάρτησή του στα social media: Θετικός στον κορονοϊ… ,ioannina24,Ioannina
241, που είσαι εσυ χαμένος ; Μονο κορονοϊος υπάρχει ; Τι συνέβη και εξαφανίστηκες ;,NoHope_NoFear_,"37.938752,23.742075"
263,Κορονοϊός: Συναγερμός σε κλινική στον Πειραιά με 70 κρούσματα  #covid #greece #Covid_19,reportergr,"Athens, Greece"
334,Κορονοϊός: Γιατί αυξάνονται οι εισαγωγές παιδιών με Covid-19 στα νοσοκομεία ,DIOGENISCHARALA,KAVALA
349,#Κρήτη: εγχώρια #κρουσματα 14 ημερών🟫 Χανιά: 50🟪 Ρέθυμνο: 240🟪 Ηράκλειο: 298🟫 Λασίθι: 30🗃… ,xoristrastimesi,
350,"23/02/21 - #Κρήτη: 5️⃣9️⃣ νέα #κρουσματαΧ: +6 (3,83*)Ρ: +18 (21,03*) ‼️Η: +32 (10,47*) ‼️Λ: +3 (3,98*)*… ",xoristrastimesi,
366," Νομίζω μάλλον έχω ένα πολύ μυστήριο και θανατηφόρο “κάτι” αλλά ‘ντάξει δεν είναι κορονοϊός, το τσέκαρα με βότκα.",a_strAnge_smile,
372, Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,NChatzinikolaou,Athens-Greece
375, Κορονοϊός: Θετικός στον ιό ο Μανώλης Κονταρός - Η ανάρτησή του στα social media ,NChatzinikolaou,Athens-Greece
393,Κορονοϊός: 18 κρούσματα στην Κορινθία – Ο χάρτης της διασποράς  ,loutraki365,
458," Επιτελική μυστικοπάθεια... Κρατούσε «μυστικά» κρούσματα και έγινε διασπορά, βάζοντας σε κίνδυνο την υγεία των εργαζομένων…",Leni38489877,
468,"Κορονοϊός: ""Επικίνδυνη"" αύξηση κρουσμάτων &amp; διασωληνωμένων σήμερα - Εκτινάχθηκαν σε 25 νέα στην Κάλυμνο - 7 στη Ρόδ… ",periodikonisos,Kos
482,Κορονοϊός: Συναγερμός στον Πειραιά - 70 κρούσματα σε ιδιωτική κλινική  ,Mpoufakoscom,
517, Κορονοϊός: Πάνω από 70 κρούσματα σε ιδιωτική κλινική του Πειραιά ,RealTime_eu,"Greece, France, New York, MC."
522,Κορονοϊός: Δεκάδες κρούσματα σε ιδιωτική κλινική ,SKGallios,Thessaloniki
523,Κορονοϊός: Δεκάδες κρούσματα σε ιδιωτική κλινική ,parallaximag,"Thessaloniki, Greece"
526," Περαστικά ρε θηριο, ολα καλα θα πανε.Αν και νομιζω οτι ο κορονοιος την πάτησε μαζι σου. Θα φύγει αρον αρον, δεν θ σε αντέξει",Konsilieros,
527,Κορονοϊός: Τουλάχιστον 70 κρούσματα στην ιδιωτική κλινική «Ζηλάκου» στον Πειραιά ,directnewsgr,Greece 
531,Σαρώνει την Σχολή Αστυφυλάκων Διδυμοτείχου ο κορονοϊός ,radioevros,Orestiada Greece
557, Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,agnister11,marousi athina..santorini
558,Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,taxydromosvolos,Βόλος Ελλάδα
563,Κορονοϊός: Τουλάχιστον 70 κρούσματα σε ιδιωτική κλινική στον Πειραιά (video) ,IonioPortal,
570,Συναγερμός για δεκάδες κρούσματα σε ιδιωτική κλινική  #κορονοιος  ,Kouti_Pandoras,Athens
571,Συναγερμός για δεκάδες κρούσματα σε ιδιωτική κλινική  #κορονοιος  ,hotdoc_mag,
572,"Κορονοιός: 25 νέα κρούσματα στην Π.Ε Καλύμνου, 7 στην Π.Ε Ρόδου κορονοιός-25-νέα-κρούσματα-στην-π-ε-καλύ/",rodosreport,Ρόδος
573,"Όσο γινόταν ο χαμός στη Θεσ/νίκη, βλέπαμε ρεπόρτερ σε νοσοκομεία &amp; ΜΕΘ, ασθενείς στα παράθυρα, ουρές, παράπονα.Τώ… ",MoreCoalPlease,
578,Κορονοϊός: Συναγερμός σε κλινική στον Πειραιά με 70 κρούσματα  ,reportergr,"Athens, Greece"
588,Είναι ο κορονοιός η αιτία; Χτες εμφανίστηκε το 1oκρούσμα μετά από μήνες. Είναι ότι ο Κορυδαλλός είναι μόνο για υπ… ,sisyfos73,
599," Με 55543 τεστ λογικό να έχουμε τόσα κρούσματα ,την άλλη φορά κάντε τα 100.000 τεστ άντε πρόβατα #ΝΔ_ξεφτιλες #κορονοϊός #loc…",1mpress1on,
605,"10 ασθενείς που έχουν νοσήσει με κορονοϊό, έχουν διακομιστεί σε νοσοκομείο #κορονοιος ",Thes_Portal,Θεσσαλονίκη
609, Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,melodylover99,"Athens, Dublin"
612,Κορονοϊός: Τουλάχιστον 70 κρούσματα σε ιδιωτική κλινική στον Πειραιά (video)  ,altsantirigr,"Athens,Greece"
613,Κορονοϊός: Πάνω από 70 κρούσματα σε ιδιωτική κλινική του Πειραιά ,tromaktiko_blog,Athens
617,Κορονοϊός: Συναγερμός στον Πειραιά - Περισσότερα από 70 κρούσματα σε ιδιωτική κλινική ,enikos_gr,Greece
654, Κορονοϊός: Δεκάδες κρούσματα σε ιδιωτική κλινική  #Ant1news ,anasili,greece
660, Κορονοϊός: Πάνω από 70 κρούσματα σε ιδιωτική κλινική του Πειραιά ,NikosPachilas,Αthens/Monte Carlo/Nice/Paris
661,Κορονοϊός: Πάνω από 70 κρούσματα σε ιδιωτική κλινική του Πειραιά ,RealTime_eu,"Greece, France, New York, MC."
664," Νομίζω μάλλον έχω ένα πολύ μυστήριο και θανατηφόρο “κάτι” αλλά ‘ντάξει δεν είναι κορονοϊός, το τσέκαρα με βότκα.",artlio,Rethymno
667,Κορονοϊός: Δεκάδες κρούσματα σε ιδιωτική κλινική  #Ant1news ,AntennaNews,Greece
709,Κορονοϊός: Πάνω από 70 κρούσματα σε ιδιωτική κλινική του Πειραιά ,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας
731,Κορονοϊός: Θετικός στον ιό ο Μανώλης Κονταρός - Η ανάρτησή του στα social media ,enikos_gr,Greece
748,Κορονοϊός στην Αργολίδα: Διψήφιος και πάλι αριθμός κρουσμάτων. ,argolida,argolida
751," στο μεταξυ στα σχολεία ανα την Ελλάδα  γίνετε το έλα να δεις με τους γονείς, τα παιδιά και τη μετάδοση της Πανδημίας#…",medbetlob,Μελίκη Επαρχία Ικονίου Τουρκία
759,Εύβοια – κορονοϊός: «Έσβησε» 97χρονος – Ήταν σπίτι του σε καραντίνα (pics) ,DIOGENISCHARALA,KAVALA
767,Κορονοϊός: “Μπαμ” στον Έβρο με 40 επιβεβαιωμένα κρούσματα ανακοίνωσε ο ΕΟΔΥ πριν λίγο ,Evros_News,
774,Κορονοϊός: 10 νέα κρούσματα στην Μεσσηνία - Γεωγραφική κατανομή ,eforigi,
777,Κορονοϊός: «Βράζει» το κέντρο της Αθήνας και ο Πειραιάς από κρούσματα ,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας
797,"Κορονοϊός: ""Έκρηξη"" κρουσμάτων στην Ηλεία - 31 ανακοίνωσε ο ΕΟΔΥ: Τον τετραψήφιο αριθμό έφτασαν τα κρούσματα κορονο… ",IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ
801,Κορονοϊός: 2 νέα κρούσματα στην Κεφαλονιά ,inkefaloniagr,"Kefalonia, Greece"
816,Πήγα χθες πρώτη φορά στο Πεδιον του Άρεως... κι έπαθα ΣΟΚ! Λες και γινόταν διαδήλωση... χιλιάδες κόσμου ο ένας πάνω… ,agnwstos_x_,Ελλάς
817,"Όπως αναφέραμε νωρίτερα το πρωί, στη Νάξο εντοπίστηκαν διψήφιος αριθμών θετικών κρουσμάτων στον κορονοϊό, και στην… ",Islandpressgr,"Νάξος, Ελλάς"
852,Κορονοϊός (23/2): 11 νέα κρούσματα στη Χίο  μέσω ,patridachios,"Χίος, Ελλάς"
879,"Κορονοϊός (23/2): Ανακοινώθηκαν 17 νέα κρούσματα στην Αργολίδα, 2.147 στη χώρα  μέσω ",argolika_gr,Argolida
887,"""Ματώνει"" ο κορονοϊός την Αχαϊα - Σόκ με 121 νέα κρούσματα - 182 Συνολικά στη Δυτ. Ελλάδα -  ",PatrasTimes,
890,"Κορονοϊός: 20 κρούσματα στα Γιάννενα,12 στην Άρτα,11 στην Θεσπρωτία και 8 στην Πρέβεζα357 διασωληνωμένοι, 22 θάνα… ",epirusgate,
918,Συναγερμός λόγω κορονοϊού στον δήμο Λοκρών Φθιώτιδας: Εισήγηση για τοπικό lockdown#λοκνταουν #λοκνταουν3… ,newsbeast,"Athens, Greece"
919,ΑΘΛΗΤΙΣΜΟΣ¨ Volley League Γυναικών: Αναβλήθηκαν τα Πορφύρας-ΑΕΚ και Θέτιδα-ΠΑΟΚ: Volley League Γυναικών: Αναβλήθηκα… ,ioannina24,Ioannina
922,Κορονοϊός: Εκτός ελέγχου ο δήμος Λοκρών – Έρχεται αυστηρό lockdown στη Μαλεσίνα #lockdown2021 #lockdown #Covid_19… ,eretikos_gr,
944,Κορονοϊός: «Βράζει» η Μαλεσίνα – Ολοταχώς για «σκληρό» lockdown ,tromaktiko_blog,Athens
957,"Αρνήθηκε να φύγει από το πλευρό της συζύγου του, που έπασχε από #κορονοιος, και πέθανε από Covid-19",newsbeast,"Athens, Greece"
959,Κορονοϊός: Συναγερμός για νέα κρούσματα στην ογκολογική κλινική του Βενιζέλειου - ,coffeeradiogr,Greece
1010,Θεσσαλονίκη - κορονοϊός: Καμπανάκι η αύξηση ασθενών σε ιδιώτες γιατρούς  ,ilialive_gr,ilia greece
1039,Κορονοϊός: Κρούσμα σε εκπαιδευτικό του 4ου Δημοτικού Σχολείου Καβάλας. Ανησυχούν οι γονείς των μαθητών… ,kavalapostgr,"Kavala, Greece"
1069," στο μεταξυ στα σχολεία ανα την Ελλάδα  γίνετε το έλα να δεις με τους γονείς, τα παιδιά και τη μετάδοση της Πανδημίας#…",Mariakonj,Κρήτη μου όμορφο νησί!
1079, Κορονοϊός - Διδυμότειχο: Συναγερμός για κρούσματα στη Σχολή Αστυφυλάκων ,NChatzinikolaou,Athens-Greece
1107,"Στο νοσοκομείο με #κορονοιος δύο μωρά 22 και 25 ημερών, στην Εντατική το ένα",newsbeast,"Athens, Greece"
1108,ΕΛΛΑΔΑ-ΚΟΣΜΟΣ Κορονοϊός - Διδυμότειχο: Συναγερμός για κρούσματα στη Σχολή Αστυφυλάκων: Σε συναγερμό έχουν τεθεί οι… ,ioannina24,Ioannina
1111,Κορονοϊός: Νέος συναγερμός στο Βενιζέλειο ,AntennaNews,Greece
1117, Κορονοϊός - Διδυμότειχο: Συναγερμός για κρούσματα στη Σχολή Αστυφυλάκων ,bdf1743650df479,θεσσαλονκη
1125,Κορονοϊός - Διδυμότειχο: Συναγερμός για κρούσματα στη Σχολή Αστυφυλάκων ,enikos_gr,Greece
1130,"ΕΛΛΑΔΑ-ΚΟΣΜΟΣ Κορονοϊός: Αγωνία για δύο βρέφη 22 και 25 ημερών - Στην εντατική το ένα: Αγωνία για δύο βρέφη, μόλις… ",ioannina24,Ioannina
1140,Θεσσαλονίκη - κορονοϊός: Καμπανάκι η αύξηση ασθενών σε ιδιώτες γιατρούς ,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας
1154,Κορονοϊός: Κι άλλο βρέφος στο νοσοκομείο  #Ant1news ,AntennaNews,Greece
1168, Κορονοϊός: Αγωνία για δύο βρέφη 22 και 25 ημερών - Στην εντατική το ένα ,NChatzinikolaou,Athens-Greece
1185,Κορονοϊός: Αγωνία για δύο βρέφη θετικά στον ιό σε Αθήνα και Πάτρα - Διασωληνωμένο το ένα - ,newsbombgr,
1186,Κορονοϊός: Αγωνία για δύο βρέφη 22 και 25 ημερών - Στην εντατική το ένα ,enikos_gr,Greece
1209,Κλείνει η Α’ τάξη του Λυκείου Πελασγίας λόγω κρούσματος κορονοϊού – Αναστάτωση και στο Δήμο Λοκρών #mag24gr… ,mag24gr,"Lamia,Greece"
1233,"Πάτρα: Ο κορονοϊός επιτίθεται στα ιδρύματα της πόλης - Κρούσματα και στην ""Κιβωτό της Αγάπης"" -… ",DeteGrPatras,"Patras, Greece"
1239,Κορονοϊός :Που εντοπίζονται τα 5 κρούσματα σε Βοιωτία και σε όλη τη Στερεά: ,kliknews_gr,Ελλάς
1365," Έχετε υπόψιν ότι Σάμο, Θάσο, Κεφαλλονιά, Λευκάδα, Κρήτη και λοιπά νησιά γίνεται χαμός από κρούσματα και τα αφήνουν έτσι γ…",kontopris,Ελλάς
1404,"Έχετε υπόψιν ότι Σάμο, Θάσο, Κεφαλλονιά, Λευκάδα, Κρήτη και λοιπά νησιά γίνεται χαμός από κρούσματα και τα αφήνουν… ",Mama_June_81,
1414,Κορονοϊός: Με 3 νέα κρούσματα σήμερα η Κως στο “χάρτη διασποράς” – Η Κάλυμνος με 7 και με 6 η Ρόδος - 24 άνθρωποι έ… ,periodikonisos,Kos
1439,"Κορονοϊός, Καβάλα: «Κλειστά» 2 σχολεία και πάνω από 15 τμήματα λόγω κρουσμάτων [λίστα]… ",kavalapostgr,"Kavala, Greece"
1441,Κορονοϊός: Ζητούν το κλείσιμο όλων των σχολικών μονάδων στη Σάμο οι δήμαρχοι του νησιού  #κορονοιος #κρουσματα… ,eretikos_gr,
1450,Κορονοϊός: Σε «καραντίνα» μπαίνει το 2ο Γενικό Λύκειο Καβάλας#kavalapost #kavala ,kavalapostgr,"Kavala, Greece"
1478, Κορονοϊός : Ακόμα 5 κρούσματα στην Ηλεία: Η Αττική συνεχίζει να... οδηγεί την κούρσα των κρουσμάτων με ιδιαίτερα υψηλούς…,2jkeg18On2y4aqw,Αμαλιαδα Ηλείας
1479," Κορονοϊός: 9χρονος σε σοβαρή κατάσταση στο Αγλαΐα Κυριακού: Όσο αυξάνονται τα κρούσματα στα παιδιά, τόσο φαίνεται ότι αυξ…",2jkeg18On2y4aqw,Αμαλιαδα Ηλείας
1519," Η θετικότητα στο 8,63%. Μεγάλη προσοχή! #κορονοϊός #κρούσματα",Kiriaki03664489,athens
1527,"Τα νέα εργαστηριακά επιβεβαιωμένα κρούσματα της νόσου που καταγράφηκαν τις τελευταίες 24 ώρες είναι 880, εκ των οπο… ",xartimolivi_gr, Ν. Πιερίας
1536,Τα 38 κρούσματα της Στερεάς “μοιράζονται” και στους πέντε νομούς #mag24gr #Στερεά #κορονοιος  ,mag24gr,"Lamia,Greece"
1553,"Η θετικότητα στο 8,63%. Μεγάλη προσοχή! #κορονοϊός #κρούσματα",x_xrhstos,"Πύργος, Ελλάς"
1565,Κορονοϊός: Συναγερμός και στις φυλακές Κορυδαλλού - Σε καραντίνα δύο πτέρυγες -  ,irafinagr,
